entity1,entity2,sentence
enveloppe,doigts,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
enveloppe,preuve,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
enveloppe,dégage,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
enveloppe,quantité,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
enveloppe,table,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
enveloppe,gollum,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
enveloppe,personnages,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
preuve,blessure,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
preuve,vif,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
preuve,enveloppe,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
preuve,doigts,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
preuve,dégage,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
preuve,quantité,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
preuve,table,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
preuve,gollum,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
preuve,personnages,"De plus, on sait que son enveloppe dégage une quantité de chaleur telle que Gil-galad est brûlé vif à son toucher et qu'Isildur décrit sa main comme à la fois noire et brûlante comme le feu.[16][17] Gollum, qui est l'un des seuls personnages à voir l'apparence du Seigneur des Ténèbres durant le Troisième Âge, le décrit comme ne possédant que quatre doigts à l'une de ses mains, preuve incontestable que Sauron a été incapable de régénérer le doigt que lui a ôté Isildur tout comme Morgoth a été incapable de guérir les blessures infligées par Fingolfin."
pouvoirs,manipulation,"Cependant, les pouvoirs de Sauron ne s'arrêtent pas à la manipulation de ses ennemis."
pouvoirs,arrête,"Cependant, les pouvoirs de Sauron ne s'arrêtent pas à la manipulation de ses ennemis."
dichotomie,symbole,Une dichotomie intéressante relie sa nature trompeuse et son symbole.
dichotomie,trompe,Une dichotomie intéressante relie sa nature trompeuse et son symbole.
dichotomie,nature,Une dichotomie intéressante relie sa nature trompeuse et son symbole.
existence,quantité,"Cependant, contrairement à Morgoth, l'existence de l'Anneau Unique ne diminue en rien la quantité de pouvoir de Sauron."
divine,terreur,Il est décrit telle une entité presque divine capable d'insuffler la terreur dans le cœur de ses ennemis même au travers d'un serviteur ou d'un artéfact comme avec le panlantir.
description,dagor,Sa principale description est faite dans le prologue du premier volet où il est vu en train de forger l'Anneau Unique et de mener ses troupes durant la bataille du Dagorlad.
description,troupe,Sa principale description est faite dans le prologue du premier volet où il est vu en train de forger l'Anneau Unique et de mener ses troupes durant la bataille du Dagorlad.
description,bataille,Sa principale description est faite dans le prologue du premier volet où il est vu en train de forger l'Anneau Unique et de mener ses troupes durant la bataille du Dagorlad.
shagrat,mithril,"Et alors que Sam parvient à sauver son ami, Shagrat parvient à s'échapper en emportant la cotte de mailles en mithril jusqu'à Barad-dûr."
shagrat,mailles,"Et alors que Sam parvient à sauver son ami, Shagrat parvient à s'échapper en emportant la cotte de mailles en mithril jusqu'à Barad-dûr."
shagrat,emporta,"Et alors que Sam parvient à sauver son ami, Shagrat parvient à s'échapper en emportant la cotte de mailles en mithril jusqu'à Barad-dûr."
shagrat,échappe,"Et alors que Sam parvient à sauver son ami, Shagrat parvient à s'échapper en emportant la cotte de mailles en mithril jusqu'à Barad-dûr."
shagrat,parvient,"Et alors que Sam parvient à sauver son ami, Shagrat parvient à s'échapper en emportant la cotte de mailles en mithril jusqu'à Barad-dûr."
manœuvre,gagne,Cette manœuvre aurait pour but d'isoler et d'affaiblir les royaumes du Gondor et du Rohan qui tomberaient plus facilement sous son influence lorsqu'il regagnerait le Mordor.
manœuvre,royaumes,Cette manœuvre aurait pour but d'isoler et d'affaiblir les royaumes du Gondor et du Rohan qui tomberaient plus facilement sous son influence lorsqu'il regagnerait le Mordor.
mouvements,espions,"Ces mouvements, en plus de l'action d'espions orques envoyés par Azog, éveillent les soupçons de Gandalf, soupçons confirmés par le témoignage de Radagast et la présence de la Lame de Morgul."
mouvements,morgul,"Ces mouvements, en plus de l'action d'espions orques envoyés par Azog, éveillent les soupçons de Gandalf, soupçons confirmés par le témoignage de Radagast et la présence de la Lame de Morgul."
mouvements,présence,"Ces mouvements, en plus de l'action d'espions orques envoyés par Azog, éveillent les soupçons de Gandalf, soupçons confirmés par le témoignage de Radagast et la présence de la Lame de Morgul."
mouvements,soupçons,"Ces mouvements, en plus de l'action d'espions orques envoyés par Azog, éveillent les soupçons de Gandalf, soupçons confirmés par le témoignage de Radagast et la présence de la Lame de Morgul."
mouvements,confirmés,"Ces mouvements, en plus de l'action d'espions orques envoyés par Azog, éveillent les soupçons de Gandalf, soupçons confirmés par le témoignage de Radagast et la présence de la Lame de Morgul."
mouvements,témoignage,"Ces mouvements, en plus de l'action d'espions orques envoyés par Azog, éveillent les soupçons de Gandalf, soupçons confirmés par le témoignage de Radagast et la présence de la Lame de Morgul."
bannière,rhudaur,"Mais alors que Gandalf découvre un Œil rouge, la bannière de Sauron, peint à l'entrée de la forêt, il est contraint de quitter les Nains pour mener son enquête et se rend sans attendre au Mont du Rhudaur."
bannière,couvre,"Mais alors que Gandalf découvre un Œil rouge, la bannière de Sauron, peint à l'entrée de la forêt, il est contraint de quitter les Nains pour mener son enquête et se rend sans attendre au Mont du Rhudaur."
bannière,nains,"Mais alors que Gandalf découvre un Œil rouge, la bannière de Sauron, peint à l'entrée de la forêt, il est contraint de quitter les Nains pour mener son enquête et se rend sans attendre au Mont du Rhudaur."
neufs,échappés,"Là-bas, il s'aperçoit que les Neufs Nazgûl se sont échappés."
nains,domination,"Après sa domination sur le magicien, Sauron envoie un message à Smaug annonçant l'arrivée de la compagnie de Thorin avant de recevoir un message de Bolg annonçant que les Nains ont pénétré dans la Montagne Solitaire."
nains,smaug,"Après sa domination sur le magicien, Sauron envoie un message à Smaug annonçant l'arrivée de la compagnie de Thorin avant de recevoir un message de Bolg annonçant que les Nains ont pénétré dans la Montagne Solitaire."
nains,arrivée,"Après sa domination sur le magicien, Sauron envoie un message à Smaug annonçant l'arrivée de la compagnie de Thorin avant de recevoir un message de Bolg annonçant que les Nains ont pénétré dans la Montagne Solitaire."
adar,tête,"Adar soulève la Couronne du Seigneur Sombre pour la déposer sur la tête de son maître, mais la retourne au dernier moment et la plante dans le dos de Sauron."
adar,dépose,"Adar soulève la Couronne du Seigneur Sombre pour la déposer sur la tête de son maître, mais la retourne au dernier moment et la plante dans le dos de Sauron."
adar,yeux,"Tandis qu'Adar vérifie si son ennemi est mort, celui-ci ouvre les yeux et émet une intense lumière."
adar,lumière,"Tandis qu'Adar vérifie si son ennemi est mort, celui-ci ouvre les yeux et émet une intense lumière."
explosion,couvre,Une immense explosion a lieu et Le Forodwaith se couvre de glace.
explosion,glace,Une immense explosion a lieu et Le Forodwaith se couvre de glace.
explosion,forodwaith,Une immense explosion a lieu et Le Forodwaith se couvre de glace.
forodwaith,explosion,Une immense explosion a lieu et Le Forodwaith se couvre de glace.
forodwaith,couvre,Une immense explosion a lieu et Le Forodwaith se couvre de glace.
forodwaith,glace,Une immense explosion a lieu et Le Forodwaith se couvre de glace.
corps,vêtements,"Le corps de Sauron a disparu, il ne reste que ses vêtements."
bateau,armoiries,"Halbrand vole le pendentif avec les armoiries à Diarmid qui est coincé sous une poutre, juste avant que le bateau ne sombre."
bateau,coincé,"Halbrand vole le pendentif avec les armoiries à Diarmid qui est coincé sous une poutre, juste avant que le bateau ne sombre."
radeau,survivre,Le radeau est attaqué par le serpent de mer et Halbrand et Galadriel sont les seuls à survivre.
décision,trouve,Halbrand intervient et aide à trouver un accord d'entente pour le temps que la décision soit prise.
habitants,village,"Une fois en Terre du Milieu et après avoir remonté l'Anduin jusqu'aux frontières des Terres du Sud, la cavalerie númenóréennes traverse l'Ephel Dúath jusqu'à Tirharad, où les habitants du petit village sont assiégés par une puissante armée d'Orques."
habitants,frontières,"Une fois en Terre du Milieu et après avoir remonté l'Anduin jusqu'aux frontières des Terres du Sud, la cavalerie númenóréennes traverse l'Ephel Dúath jusqu'à Tirharad, où les habitants du petit village sont assiégés par une puissante armée d'Orques."
habitants,cavalerie,"Une fois en Terre du Milieu et après avoir remonté l'Anduin jusqu'aux frontières des Terres du Sud, la cavalerie númenóréennes traverse l'Ephel Dúath jusqu'à Tirharad, où les habitants du petit village sont assiégés par une puissante armée d'Orques."
habitants,terres,"Une fois en Terre du Milieu et après avoir remonté l'Anduin jusqu'aux frontières des Terres du Sud, la cavalerie númenóréennes traverse l'Ephel Dúath jusqu'à Tirharad, où les habitants du petit village sont assiégés par une puissante armée d'Orques."
adar,fuite,"Bien que les Númenóréens prennent rapidement le dessus sur les Orques, Adar prend la fuite à cheval avec ce qui semble être la poignée d'une épée forgée par Morgoth."
explosion,blessure,"Mais peu de temps après, une violente explosion survient au sommet de la Montagne du Destin qui entre en éruption, recouvrant une grande partie des Terres du Sud sous les cendres et le feu.[27] Halbrand reçoit une grave blessure à l'abdomen et est emmené sous une tente avec d'autres blessés graves."
explosion,destin,"Mais peu de temps après, une violente explosion survient au sommet de la Montagne du Destin qui entre en éruption, recouvrant une grande partie des Terres du Sud sous les cendres et le feu.[27] Halbrand reçoit une grave blessure à l'abdomen et est emmené sous une tente avec d'autres blessés graves."
explosion,survie,"Mais peu de temps après, une violente explosion survient au sommet de la Montagne du Destin qui entre en éruption, recouvrant une grande partie des Terres du Sud sous les cendres et le feu.[27] Halbrand reçoit une grave blessure à l'abdomen et est emmené sous une tente avec d'autres blessés graves."
explosion,cendres,"Mais peu de temps après, une violente explosion survient au sommet de la Montagne du Destin qui entre en éruption, recouvrant une grande partie des Terres du Sud sous les cendres et le feu.[27] Halbrand reçoit une grave blessure à l'abdomen et est emmené sous une tente avec d'autres blessés graves."
explosion,terres,"Mais peu de temps après, une violente explosion survient au sommet de la Montagne du Destin qui entre en éruption, recouvrant une grande partie des Terres du Sud sous les cendres et le feu.[27] Halbrand reçoit une grave blessure à l'abdomen et est emmené sous une tente avec d'autres blessés graves."
famille,document,"Toutefois, elle découvre un document indiquant que la famille royale des Terres du Sud a été rompue il y a plus de mille ans."
famille,couvre,"Toutefois, elle découvre un document indiquant que la famille royale des Terres du Sud a été rompue il y a plus de mille ans."
famille,terres,"Toutefois, elle découvre un document indiquant que la famille royale des Terres du Sud a été rompue il y a plus de mille ans."
celebrimbor,promis,Ce dernier a promis à Galadriel de ne plus parler au roi des Terres du Sud et le laisse à la porte.[23] Celebrimbor va finalement voir Halbrand et le somme de partir.
celebrimbor,terres,Ce dernier a promis à Galadriel de ne plus parler au roi des Terres du Sud et le laisse à la porte.[23] Celebrimbor va finalement voir Halbrand et le somme de partir.
durin,mithril,"Halbrand est déjà une fois entré dans son esprit et le Haut Roi et son Héraut, ont peur qu'il n'y arrive à nouveau.[30] Durin et Disa sont reçus par Celebrimbor et Annatar, qui leur proposent de forger des Anneaux de Pouvoir pour guérir les montagnes des nains, qui ont souffert de tremblement de terre, en l'échange de Mithril."
durin,montagnes,"Halbrand est déjà une fois entré dans son esprit et le Haut Roi et son Héraut, ont peur qu'il n'y arrive à nouveau.[30] Durin et Disa sont reçus par Celebrimbor et Annatar, qui leur proposent de forger des Anneaux de Pouvoir pour guérir les montagnes des nains, qui ont souffert de tremblement de terre, en l'échange de Mithril."
durin,celebrimbor,"Halbrand est déjà une fois entré dans son esprit et le Haut Roi et son Héraut, ont peur qu'il n'y arrive à nouveau.[30] Durin et Disa sont reçus par Celebrimbor et Annatar, qui leur proposent de forger des Anneaux de Pouvoir pour guérir les montagnes des nains, qui ont souffert de tremblement de terre, en l'échange de Mithril."
durin,échange,"Halbrand est déjà une fois entré dans son esprit et le Haut Roi et son Héraut, ont peur qu'il n'y arrive à nouveau.[30] Durin et Disa sont reçus par Celebrimbor et Annatar, qui leur proposent de forger des Anneaux de Pouvoir pour guérir les montagnes des nains, qui ont souffert de tremblement de terre, en l'échange de Mithril."
durin,disa,"Halbrand est déjà une fois entré dans son esprit et le Haut Roi et son Héraut, ont peur qu'il n'y arrive à nouveau.[30] Durin et Disa sont reçus par Celebrimbor et Annatar, qui leur proposent de forger des Anneaux de Pouvoir pour guérir les montagnes des nains, qui ont souffert de tremblement de terre, en l'échange de Mithril."
durin,osent,"Halbrand est déjà une fois entré dans son esprit et le Haut Roi et son Héraut, ont peur qu'il n'y arrive à nouveau.[30] Durin et Disa sont reçus par Celebrimbor et Annatar, qui leur proposent de forger des Anneaux de Pouvoir pour guérir les montagnes des nains, qui ont souffert de tremblement de terre, en l'échange de Mithril."
durin,nains,"Halbrand est déjà une fois entré dans son esprit et le Haut Roi et son Héraut, ont peur qu'il n'y arrive à nouveau.[30] Durin et Disa sont reçus par Celebrimbor et Annatar, qui leur proposent de forger des Anneaux de Pouvoir pour guérir les montagnes des nains, qui ont souffert de tremblement de terre, en l'échange de Mithril."
durin,aime,"Durin est sceptique, méfiant au sujet des Anneaux, et il n'aime pas Annatar."
disa,convainc,Disa finit par le convaincre que toute solution doit être tentée pour sauver Khazad-dûm qui n'a plus de nourriture.
disa,nourriture,Disa finit par le convaincre que toute solution doit être tentée pour sauver Khazad-dûm qui n'a plus de nourriture.
celebrimbor,adar,"Celebrimbor ne veut pas, les hommes sont trop facilement corruptibles, et ont même aidé Adar."
celebrimbor,corruptibles,"Celebrimbor ne veut pas, les hommes sont trop facilement corruptibles, et ont même aidé Adar."
outils,panique,"Dans la forge d'Ost-in-Edhil, c'est soudain la panique, les outils volent dans l'air."
mirdania,mithril,"Annatar lui explique qu'il a fait un anneau avec plus de Mithril, pour limiter le risque de corruption chez les hommes, et que quand Mirdania l'a essayé pour vérifier la taille, elle a disparu."
mirdania,risque,"Annatar lui explique qu'il a fait un anneau avec plus de Mithril, pour limiter le risque de corruption chez les hommes, et que quand Mirdania l'a essayé pour vérifier la taille, elle a disparu."
mirdania,corruption,"Annatar lui explique qu'il a fait un anneau avec plus de Mithril, pour limiter le risque de corruption chez les hommes, et que quand Mirdania l'a essayé pour vérifier la taille, elle a disparu."
celebrimbor,procédé,Celebrimbor lui explique qu'ils ont utilisé le même procédé que pour les Anneaux des elfes qui marchent très bien.
celebrimbor,nains,"Celebrimbor revient voir Annatar, pour comprendre s'il s'est passé quelque chose durant la création des Anneaux des nains."
celebrimbor,redoute,Celebrimbor ne veut pas se dénoncer à Gil-galad dont il redoute la colère.
celebrimbor,équilibre,"Celebrimbor décide de forger les Neuf Anneaux des hommes, pour équilibrer ceux des nains."
celebrimbor,nains,"Celebrimbor décide de forger les Neuf Anneaux des hommes, pour équilibrer ceux des nains."
celebrimbor,mithril,"Celebrimbor, n'arrive pas à forger les Anneaux des Hommes, et ils n'ont plus de Mithril."
celebrimbor,fatigué,"Celebrimbor lui confie qu'il est fatigué et confus, mais que les Anneaux passe avant tout."
corps,gravées,Son corps est mutilé avec des Runes gravées dessus.
mirdania,celebrimbor,"Mirdania, qui est présente, demande s'il faut informer Celebrimbor."
assistants,forgerons,"Annatar lui assure qu'il ne faut pas le déranger, même ses assistants forgerons ne doivent pas aller le voir."
durin,iii,Durin III refuse.
réalité,panique,"Dès que le forgeron disparait, la réalité de la ville de nuit en panique revient."
celebrimbor,mithril,"Annatar souri devant le chaos à venir.[33] Celebrimbor reste sous l'emprise du charme, qui forme une boucle temporelle et forge tranquillement les Neuf Anneaux des Hommes avec le Mithril ramené par Annatar."
celebrimbor,souri,"Annatar souri devant le chaos à venir.[33] Celebrimbor reste sous l'emprise du charme, qui forme une boucle temporelle et forge tranquillement les Neuf Anneaux des Hommes avec le Mithril ramené par Annatar."
celebrimbor,tranquille,"Annatar souri devant le chaos à venir.[33] Celebrimbor reste sous l'emprise du charme, qui forme une boucle temporelle et forge tranquillement les Neuf Anneaux des Hommes avec le Mithril ramené par Annatar."
celebrimbor,boucle,"Annatar souri devant le chaos à venir.[33] Celebrimbor reste sous l'emprise du charme, qui forme une boucle temporelle et forge tranquillement les Neuf Anneaux des Hommes avec le Mithril ramené par Annatar."
celebrimbor,von,"Au commandant des gardes, Annatar raconte que Celebrimbor a ordonné de ne pas contrattaquer, mais qu'ils vont lu désobéir et qu'il faut préparer les troupes."
celebrimbor,troupe,"Au commandant des gardes, Annatar raconte que Celebrimbor a ordonné de ne pas contrattaquer, mais qu'ils vont lu désobéir et qu'il faut préparer les troupes."
celebrimbor,désobéir,"Au commandant des gardes, Annatar raconte que Celebrimbor a ordonné de ne pas contrattaquer, mais qu'ils vont lu désobéir et qu'il faut préparer les troupes."
celebrimbor,garde,"Au commandant des gardes, Annatar raconte que Celebrimbor a ordonné de ne pas contrattaquer, mais qu'ils vont lu désobéir et qu'il faut préparer les troupes."
celebrimbor,fenêtre,Celebrimbor lui demande alors qui il est vraiment et lui lance le marteau de Fëanor qui brise une fenêtre.
celebrimbor,marteau,Celebrimbor lui demande alors qui il est vraiment et lui lance le marteau de Fëanor qui brise une fenêtre.
celebrimbor,aime,Celebrimbor lui demande alors qui il est vraiment et lui lance le marteau de Fëanor qui brise une fenêtre.
celebrimbor,vue,"Il tente de rallier le forgeron à son point de vue, mais Celebrimbor ne se laisse plus duper."
celebrimbor,fondent,"Dès qu'il est à nouveau seul, Celebrimbor jette les Anneaux au feu, mais ils ne fondent pas, restant même froid dans la braise."
celebrimbor,braise,"Dès qu'il est à nouveau seul, Celebrimbor jette les Anneaux au feu, mais ils ne fondent pas, restant même froid dans la braise."
celebrimbor,soldats,Celebrimbor et ses soldats cerne Annatar dans la tour.
poursuite,survivants,"Glûg arrive alors, informant Sauron que la poursuite des derniers elfes survivants, protégés par les nains, couterait la vie à beaucoup d'orques."
poursuite,nains,"Glûg arrive alors, informant Sauron que la poursuite des derniers elfes survivants, protégés par les nains, couterait la vie à beaucoup d'orques."
informations,surinterprétation,"Cependant, nul autre que Tolkien ne peut confirmer ces inspirations et donc certaines informations peuvent être sujettes à surinterprétation."
informations,inspiration,"Cependant, nul autre que Tolkien ne peut confirmer ces inspirations et donc certaines informations peuvent être sujettes à surinterprétation."
utilisation,charges,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
utilisation,révèle,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
utilisation,retenues,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
utilisation,enveloppe,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
utilisation,jeanne,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
utilisation,magiques,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
utilisation,inspiration,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
