entity1,entity2,sentence,label,segment,pseudo_label
forces,envahit,"Puis, en 3429, après avoir été reconstituées à leur puissance paroxystique, les forces du Mordor s'attaquent au Gondor, mais en 3434 la Dernière Alliance des Hommes et les Elfes les détruit durant la Bataille de Dagorlad, force la Porte Noire et envahit le territoire du Mordor.",combat_contre,"forces du Mordor s'attaquent au Gondor, mais en 3434 la Dernière Alliance des Hommes et les Elfes les détruit durant la Bataille de Dagorlad, force la Porte Noire et envahit",est_allie_de
fête,annonce,"En 3001 T.A., Bilbon organise une réception pour son anniversaire et celui de Frodon (ils sont nés tous les deux un 22 septembre)[24]. Bilbon a en fait décidé de partir et cette fête est l'occasion pour lui de dire au revoir et d'annoncer qu'il laisse tous ses biens en héritage à Frodon.",fait_partie_de,fête est l'occasion pour lui de dire au revoir et d'annonce,est_enfant_de
inspiration,enveloppe,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron.",regne_sur,"inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe",est_ennemi_de
cadeau,boîte,"elle lui en donne trois, qu'il sertira plus tard dans un cristal inexpugnable (ce cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte de terre de son jardin à Sam, une pierre d'elfe verte sertie d'argent à Aragorn, ainsi qu'un fourreau pour son épée Andúril ;",appartient_a_race,"cadeau est d'une valeur inestimable, d'autant plus si on se souvient que, à plusieurs reprises, Galadriel a refusé la même demande faite par Fëanor).[18] Elle offre sa lumière à Frodon Outre les mèches de cheveux données à Gimli, elle donne une graine de Mallorn et une petite boîte",traque
balin,corbeaux,"Balin est le seul membre de la Compagnie disposé à accompagner un peu le Hobbit dans le passage secret qui mène à l'intérieur de la Montagne et vers le Dragon.[11] C'est lui également qui à l'idée d'aller se cacher dans l'ancien Poste de Garde, après que Smaug les ait découvert.[12] La devant la Vieille Grive, il raconte à Bilbon l’ancienne amitié qui liait les nains d'Erebor et les grands Corbeaux de Ravenhill, ce qui amène la grive à leur ramener Roäc, le chef des corbeaux, qui leur annoncera la mort du dragon.[13] Balin combat et survit à la Bataille des Cinq Armées avec ses compagnons.",combat_contre,"Balin est le seul membre de la Compagnie disposé à accompagner un peu le Hobbit dans le passage secret qui mène à l'intérieur de la Montagne et vers le Dragon.[11] C'est lui également qui à l'idée d'aller se cacher dans l'ancien Poste de Garde, après que Smaug les ait découvert.[12] La devant la Vieille Grive, il raconte à Bilbon l’ancienne amitié qui liait les nains d'Erebor et les grands Corbeaux",regne_sur
bête,haradrim,"Atterrissant devant un Gimli indigné, le Nain déclare que la bête ne compte que pour un, oubliant apparemment la tour de guerre pleine d'Haradrim attachée à l'Oliphant.",appartient_a_race,"bête ne compte que pour un, oubliant apparemment la tour de guerre pleine d'Haradrim",est_allie_de
habitants,chute,"En 3319, les habitants de la Terre du Milieu voient débarquer les rescapés de la chute de Númenor, menés par Elendil et ses fils, Isildur et Anárion.",est_enfant_de,habitants de la Terre du Milieu voient débarquer les rescapés de la chute,est_ennemi_de
profanateur,brumeux,"Le Profanateur, également surnommé l'Orque Pâle du fait de la couleur de sa peau, est un Orque des Monts Brumeux, le plus puissant et chef des Orques de Khazad-dûm. ",a_titre,"Profanateur, également surnommé l'Orque Pâle du fait de la couleur de sa peau, est un Orque des Monts Brumeux",porte_objet
balin,secret,"Balin est le seul membre de la Compagnie disposé à accompagner un peu le Hobbit dans le passage secret qui mène à l'intérieur de la Montagne et vers le Dragon.[11] C'est lui également qui à l'idée d'aller se cacher dans l'ancien Poste de Garde, après que Smaug les ait découvert.[12] La devant la Vieille Grive, il raconte à Bilbon l’ancienne amitié qui liait les nains d'Erebor et les grands Corbeaux de Ravenhill, ce qui amène la grive à leur ramener Roäc, le chef des corbeaux, qui leur annoncera la mort du dragon.[13] Balin combat et survit à la Bataille des Cinq Armées avec ses compagnons.",combat_contre,Balin est le seul membre de la Compagnie disposé à accompagner un peu le Hobbit dans le passage secret,regne_sur
nains,esgaroth,"Au moment où ils atteignent Esgaroth (Lacville), la nuit est tombée et les Nains sont déjà partis pour Erebor à l'exception de Kíli, Fíli, Bofur et Óin et ils sont attaqués par des Orques dans la maison de Bard.",appartient_a_race,"Esgaroth (Lacville), la nuit est tombée et les Nains",appartient_a_race
aldurg,edoras,"Aldurg était le lieu où Eorl avait sa demeure, qui passa aux mains d'Éofor lorsque Brego s'installa à Edoras.",fait_partie_de,"Aldurg était le lieu où Eorl avait sa demeure, qui passa aux mains d'Éofor lorsque Brego s'installa à Edoras",est_enfant_de
gimilkhâd,d.a,"Gimilkhâd avait un fils, Pharazôn, qui était un puissant seigneur númenoréen, passant de nombreuses années hors du pays, combattant dans des guerres, cherchant à étendre la domination de Númenor en Terre du Milieu, et qui était un capitaine renommé sur terre et sur mer.[1] À la mort de son père en 3243 D.A., il revint à Númenor, prit le commandement des Hommes du Roi, et mena une rébellion contre son oncle Tar-Palantir.[2] À sa mort, Tar-Palantir n'avait aucun héritier mâle mais seulement une fille, Míriel.",est_parent_de,"Gimilkhâd avait un fils, Pharazôn, qui était un puissant seigneur númenoréen, passant de nombreuses années hors du pays, combattant dans des guerres, cherchant à étendre la domination de Númenor en Terre du Milieu, et qui était un capitaine renommé sur terre et sur mer.[1] À la mort de son père en 3243 D.A",est_enfant_de
celebrimbor,talion,Talion et Celebrimbor aident la reine à se libérer de l'emprise du magicien.,regne_sur,Talion et Celebrimbor,est_enfant_de
flotte,rochers,"L'armée est ensevelie sous d'énormes rochers, la flotte est submergée sous une énorme vague, Númenor sombre sous les eaux, et Aman est séparé d'Arda.[2] Les navires des Fidèles partent à temps et sont épargnés.",fait_partie_de,"rochers, la flotte",porte_objet
garde,fête,Elles marchaient sur la cité pendant une période de fêtes et sur les Montagnes où la garde était moins vigilante.,fait_partie_de,fêtes et sur les Montagnes où la garde,porte_objet
destin,participe,"Aragorn participe au fameux Conseil d'Elrond, durant lequel il est décidé de détruire l'Anneau Unique[6]. Lors du Conseil est révélé l'héritage d'Aragorn car, en tant que descendant d'Isildur, son destin est lié à l'Anneau.",fait_partie_de,"participe au fameux Conseil d'Elrond, durant lequel il est décidé de détruire l'Anneau Unique[6]. Lors du Conseil est révélé l'héritage d'Aragorn car, en tant que descendant d'Isildur, son destin",regne_sur
présence,destin,"De plus avec la présence des armées d'Orques dans le Mordor, Frodon et Sam n'ont aucune chance d'atteindre la Montagne du Destin pour y amener l'Unique.",fait_partie_de,"présence des armées d'Orques dans le Mordor, Frodon et Sam n'ont aucune chance d'atteindre la Montagne du Destin",est_mentor_de
vitesse,échappe,La vitesse et la maniabilité du traîneau de lapins de Radagast lui permettent d'échapper aux Wargs avant qu'ils ne soient chassés par des cavaliers elfes menés par Elrond.,appartient_a_race,vitesse et la maniabilité du traîneau de lapins de Radagast lui permettent d'échappe,est_enfant_de
rôdeur,fondcombe,"Croyant qu'il n'est pas en mesure de retourner trouver Frodon à temps, il écrit une lettre, l'exhortant à se déplacer dès que possible pour Fondcombe et à chercher un ""Rôdeur"" dont le vrai nom était Aragorn, ainsi qu'une énigme pour l'identifier.",fait_partie_de,"Fondcombe et à chercher un ""Rôdeur",fait_partie_de
gollum,régence,"Mais étant donné que la forteresse fut érigée grâce au pouvoir de l'Anneau Unique, les Hommes et les Elfes ne purent détruire les fondations de Barad-dûr.[4] Étant donné qu'Isildur n'est point parvenu à détruire l'Unique, Sauron parvint à utiliser le peu de pouvoir qu'il lui restait afin de reconstruire la forteresse en 2951 du Troisième Âge sous la régence de Turgon sur le Gondor.[5] Quelques temps avant la fin du Troisième Âge, Gollum fut capturé et amené à Barad-dûr afin d'y être torturé et interroger au sujet de l'Anneau Unique et ce alors qu'il était également recherché par Gandalf et Aragorn pour les même raisons.",appartient_a_race,"régence de Turgon sur le Gondor.[5] Quelques temps avant la fin du Troisième Âge, Gollum",regne_sur
fingon,parvinrent,"Malgré les difficultés qui se présentaient à eux, Fingon et Fingolfin parvinrent, de justesse, à défendre l'Hithlum contre l'assaut de Morgoth grâce notamment aux Montagnes qui les entouraient et qui créaient une barrière efficace contre les incendies de Morgoth.",fait_partie_de,Fingon et Fingolfin parvinrent,fait_partie_de
choc,pouvoirs,"Cette nouvelle forteresse sera érigée au sein des Montagnes de Fer et sera placée sous le commandement de son fidèle lieutenant : Sauron.[3] Comme les Valar ne savaient pas où les enfants d'Ilúvatar se réveilleraient, ils hésitèrent à faire la guerre contre Melkor, craignant que le choc de leurs pouvoirs n'entraîne des dommages collatéraux massifs comme ils n'en avaient pas vus depuis la destruction des lampes.",fait_partie_de,choc de leurs pouvoirs,regne_sur
tombés,sirion,"Avec le Sac de Gondolin et la défaite des Ñoldor et de leurs alliés, le triomphe longtemps recherché par Morgoth était complet.[12] Les grands royaumes des Elfes étaient tous tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion, qui était gouvernés par Eärendil mais Morgoth ne les considérait pas comme une menace.",est_allie_de,"tombés, à l'exception de l'île de Balar et des survivants aux Bouches du Sirion",regne_sur
luthien,loups,"On peut en voir des exemples dans la menace de Luthien envers Sauron lors de sa défaite à la Tour des Loups-garous, où il est dit : ""Avant que l'esprit [de Sauron] ait quitté sa sombre maison, Luthien est venu à lui et lui a dit qu'il devrait être dépouillé de son vêtement de chair, et son fantôme renvoyé tremblant à Morgoth ;",fait_partie_de,Luthien envers Sauron lors de sa défaite à la Tour des Loups,est_ennemi_de
elendil,berek,"Kemen refuse et quand Isildur évoque son père et son service dans la garde, Kemen lui apprend qu'Ar-Pharazôn est le nouveau roi et qu'Elendil est recherché pour trahison, il menace même de tuer Berek si Isildur insiste.",est_parent_de,"Elendil est recherché pour trahison, il menace même de tuer Berek",est_enfant_de
armées,défaites,"Puis, grâce à un renfort inespéré de Númenor, les armées de Sauron sont défaites et l'Eriador libéré.",fait_partie_de,armées de Sauron sont défaites,est_ennemi_de
portes,valinor,"Après un siège difficile et douloureux, les Valar enfoncèrent les portes d'Utumno et Melkor fut capturé, enchainé avec Angainor et ramené à Valinor.",porte_objet,"portes d'Utumno et Melkor fut capturé, enchainé avec Angainor et ramené à Valinor",se_marie_avec
eorl,brego,"Aldurg était le lieu où Eorl avait sa demeure, qui passa aux mains d'Éofor lorsque Brego s'installa à Edoras.",fait_partie_de,"Eorl avait sa demeure, qui passa aux mains d'Éofor lorsque Brego",est_enfant_de
arthedain,armées,"Cependant, avec l'aide des armées du Cardolan, l'Arthedain parvint à maintenir une ligne de défense le long des Collines du Vent.",fait_partie_de,"armées du Cardolan, l'Arthedain",se_marie_avec
théoden,vagues,"Bien que les Rohirrim résiste vaillamment aux vagues d'ennemis qui attaquent, Théoden n'aurait pu remporter la Bataille de Fort-le-Cor sans l'arrivée de Gandalf et de soldats menés par son vassal Erkenbrand, seigneur de l'Ouestfolde.[4] Après la victoire du Rohan lors de la bataille, Théoden accompagne Gandalf et ses compagnons à Orthanc, pour confronter Saroumane.",combat_contre,"vagues d'ennemis qui attaquent, Théoden",est_ennemi_de
noms,j.r.r,"* Attention, les noms des deux fils cadets d'Eärendur, dernier roi d'Arnor, ne proviennent pas de l'œuvre de J.R.R. Tolkien.",est_enfant_de,"noms des deux fils cadets d'Eärendur, dernier roi d'Arnor, ne proviennent pas de l'œuvre de J.R.R",est_enfant_de
nature,comprise,"On peut donc en déduire qu'elle avait appris ses pouvoirs de ces trois illustres personnages, bien que la nature de sa magie ne soit pas encore bien comprise.",regne_sur,nature de sa magie ne soit pas encore bien comprise,a_titre
versions,nazgûls,"Plusieurs versions existent des évènements qui se déroulent en Isengard[4], mais finalement, les Nazgûls obtiennent les informations qu'ils cherchent et partent vers le Nord-Ouest, l'Eriador.",fait_partie_de,"versions existent des évènements qui se déroulent en Isengard[4], mais finalement, les Nazgûls",est_enfant_de
gollum,excellents,"Gollum n'est ni fort, ni sage, ni courageux dans le sens que l'on donne habituellement à ces termes, mais il montre d'excellents réflexes et un impressionnant instinct de survie.",fait_partie_de,"Gollum n'est ni fort, ni sage, ni courageux dans le sens que l'on donne habituellement à ces termes, mais il montre d'excellents",regne_sur
